OBSID1,OBSID2,STUDYID,CRN_SUBCMP,DBDOI,DBVERNO,CNTRY,REGION_INT,BASIN,AHGFL1,REFDBID,OAID,AUTHOR,PUBYEAR,REFID,REFDOI,MATERIAL,SIZEMIN,SIZEMAX,PROJEPSGID,PROJECTION,AREA,ELEV_AVE,ELEV_STD,SLP_AVE,SLP_STD,SMP_DAY,SMP_MONTH,SMP_YEAR,SMP_COMMT,BE10NP,BE10NP_ERR,BE10EP,BE10EP_ERR,BESTND,BECORR,BEAMS,BE10NC,BE10NC_ERR,EBE_MMKYR,EBE_ERR,AL26NP,AL26NP_ERR,AL26EP,AL26EP_ERR,ALSTND,ALCORR,ALAMS,AL26NC,AL26NC_ERR,EAL_MMKYR,EAL_ERR,IGSNID,CENTR_LAT,ATM_PRESS,QTZ_PCNT,GLA_KM2,GLA_PCNT,BEPROD,BETOPO,BESELF,BESNOW,BETOTS,EBE_GCMYR,ERRBE_AMS,ERRBE_MUON,ERRBE_PROD,ERRBE_TOT,EBEL,EBEL_INT,EBEL_EXT,EBELNS,EBELNS_INT,EBELNS_EXT,EBEGLA,EBEGLA_ERR,EBE_DIFF,ALPROD,ALTOPO,ALSELF,ALSNOW,ALTOTS,EAL_GCMYR,ERRAL_AMS,ERRAL_MUON,ERRAL_PROD,ERRAL_TOT,EALL,EALL_INT,EALL_EXT,EALLNS,EALLNS_INT,EALLNS_EXT,REGION_REG,DIV_ADMIN,AHGFL2,RIVNAME,RIVDIV,IBRACODE,IBRAREGION,SLP_deg,rock_major,rock_count,MAP,MAT,AI,NDVI_STS
S325WTS011,NQ6,S325,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,NA,Granite gorge,NEC,Mishra:2019queensland,OAID-001588,Mishra,2019,phdthesis,10.25903/5DA8EF49D9F8B,Sa,250,500,32755,WGS84_UTM_55S,102.34,620,116.52,79.94,102.07,-9999,-9999,-9999,NA,1181354,31146,2.23,-9999.99,07KNSTD,1,ANSTO,1181354,31146,2.1,0.5,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-17.1106,941.24,76,0,0,1.039,0.998,1,1,1.037,0.00056,0.00002,0.00004,0.00013,0.00013,2.2,0.07,0.16,2.2,0.07,0.16,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-QLD,NEC_10,Barron River,North East Coast,EIU,Einasleigh Uplands,4.5705099,su,41,1146.25,22.0722008,6026.049805,0.62225
S284WTS004,TLB-04,S284,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Murrumbidgee River,Deep Creek,MDB,Portenga:2016burning,OAID-000130,Portenga,2016,Geology_44,10.1130/G37257.1,Sa,250,850,32755,WGS84_UTM_55S,16.32,809.29,71.93,95.44,65.68,-9999,-9999,-9999,NA,432000,25000,13,1.2,07KNSTD,1,SUERC,432000,25000,10.76,2.38,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-35.3857,922.13,100,0,0,1.694,0.999,1,1,1.692,0.00285,0.00018,0.0002,0.00057,0.00063,10.4,0.62,0.88,10.4,0.62,0.88,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-NSW,MDB_12,Murrumbidgee River,Murray-Darling Basin,SEH,South Eastern Highlands,5.4517999,sm,100,736.2399902,12.0459995,5134.040039,0.531048
S284WTS001,TLB-01,S284,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Murrumbidgee River,Spring Flat Creek,MDB,Portenga:2016burning,OAID-000130,Portenga,2016,Geology_44,10.1130/G37257.1,Sa,250,850,32755,WGS84_UTM_55S,48.96,646.14,39.2,52.62,38.69,-9999,-9999,-9999,NA,795000,31000,5.8,0.5,07KNSTD,1,SUERC,795000,31000,4.85,1.08,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-35.0803,940.89,100,0,0,1.48,1,1,1,1.479,0.00129,0.00006,0.00008,0.00027,0.00029,4.68,0.19,0.35,4.68,0.19,0.35,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-NSW,MDB_12,Murrumbidgee River,Murray-Darling Basin,SEH,South Eastern Highlands,3.01213,sm,66,705.4030151,13.0376997,4684.649902,0.533067
S231WTS017,BG26,S231,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Bega Riv.,Rutherford Creek,SEN,Godard:2019escarpment,OAID-000066,Godard,2019,Earth_Planet_Sc_Lett_506,10.1016/j.epsl.2018.11.017,Sa,250,1000,32756,WGS84_UTM_56S,25.26,965.69,162.42,159.67,109.79,-9999,-9999,-9999,NA,100200,11000,59,8.8,07KNSTD,1,ASTER,100200,11000,56.41,13.32,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-36.5962,903.5,100,0,0,1.972,0.996,1,1,1.965,0.01495,0.00169,0.00118,0.00287,0.00353,53.7,5.93,6.73,53.9,5.95,6.76,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-NSW,SEN_19,Bega River,South East Coast (NSW),SEC,South East Corner,9.0718403,pa,83,926.65802,10.1431999,7912.709961,0.806303
S299WTS001,TG-1,S299,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,NA,George Riv.,TAS,VanLandingham:2022tasmania,OAID-001019,VanLandingham,2021,Geochronology_4,10.5194/gchron-4-153-2022,Sa,250,850,32755,WGS84_UTM_55S,396.05,349.01,221.63,178.88,113.09,-9999,-9999,2008,NA,364000,6520,9.6,1.6,07KNSTD,1,LLNL-CAMS,364000,6520,10.02,2.25,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-41.28,970.99,100,0,0,1.31,0.996,1,1,1.305,0.00266,0.00005,0.00023,0.00055,0.0006,9.78,0.18,0.62,9.81,0.18,0.62,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-TAS,TAS_02,East Coast,Tasmania,FUR,Furneaux,10.1417999,pa,80,1093.229981,11.1206999,10023.40039,0.813163
S285WTS010,PIO-DWN,S285,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Pioneer River,Cattle Creek,NEC,Mariotti:2021reef,OAID-000097,Mariotti,2021,Mar_Pollut_Bull_,10.1016/j.marpolbul.2021.112731,Sa,250,500,32755,WGS84_UTM_55S,330.65,337.67,279.29,196.31,173.49,-9999,-9999,-9999,NA,59390,2147,48.18,12.17,07KNSTD,1,ANSTO,59390,2147,48.18,12.17,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-21.1083,970.55,100,0,0,0.909,0.989,1,1,0.898,0.01277,0.00048,0.0018,0.00263,0.00323,45.1,1.64,3.14,45.5,1.65,3.17,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-QLD,NEC_25,Pioneer River,North East Coast,CMC,Central Mackay Coast,11.1064997,pa,56,1669.170044,21.0694008,8982.769531,0.791072
S208WTS014,OLA,S208,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Lake Eyre Basin,Macumba Riv.,LEB,Struck:2018australia,OAID-000158,Struck,2018,Earth_Surf_Dynamics_6,10.5194/esurf-6-329-2018,Sa,250,500,32753,WGS84_UTM_53S,792.61,268.01,37.03,25.3,22.04,-9999,-9999,-9999,NA,4200208,95187,-9999.99,-9999.99,07KNSTD,1,ANSTO,4200208,95187,0.3,0.11,6182818,439178,-9999.99,-9999.99,KNSTD,1,ANSTO,6182818,439178,2.56,0.65, ,-27.2958,984.26,100,0,0,0.958,1,1,1,0.958,0.00008,0,0,0.00003,0.00003,0.27,0.01,0.04,0.27,0.01,0.04,0,0,0,0.958,1,1,1,0.958,0.00068,0.00006,0.00001,0.00016,0.00017,2.16,0.2,0.31,2.16,0.2,0.31,AUS,AU-SA,LEB_02,Diamantina-Georgina Rivers,Lake Eyre Basin,STP,Stony Plains,1.44927,ss,74,204.2890015,21.1651001,676.242981,0.133932
S285WTS024,NJN-UP,S285,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Johnstone River,North Johnstone River,NEC,Mariotti:2021reef,OAID-000097,Mariotti,2021,Mar_Pollut_Bull_,10.1016/j.marpolbul.2021.112731,Sa,250,500,32755,WGS84_UTM_55S,811.21,667.68,226.04,141.04,119.54,-9999,-9999,-9999,NA,74061,4418,45.16,11.04,07KNSTD,1,ANU,74061,4418,45.16,11.04,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-17.4597,934.87,39,0,0,1.089,0.997,1,1,1.086,0.01197,0.00074,0.00146,0.00242,0.00293,43.3,2.6,3.66,43.4,2.61,3.67,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-QLD,NEC_12,Johnstone River,North East Coast,WET,Wet Tropics,8.0280399,vb,60,3292.929932,20.6068993,19655.5,0.810427
S325WTS003,PG4,S325,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,NA,Torrens Crk.,LEB,Mishra:2019queensland,OAID-001588,Mishra,2019,phdthesis,10.25903/5DA8EF49D9F8B,Sa,250,500,32755,WGS84_UTM_55S,682.71,578.89,63.55,52.48,37.78,-9999,-9999,-9999,NA,217153,5081,14.65,-9999.99,07KNSTD,1,ANSTO,217153,5081,14.12,3.36,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-20.5619,947.26,100,0,0,1.045,1,1,1,1.045,0.00374,0.00009,0.00041,0.00079,0.00089,13.7,0.33,0.89,13.7,0.33,0.89,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-QLD,LEB_01,Cooper Creek-Bulloo River,Lake Eyre Basin,DEU,Desert Uplands,3.0041299,ss,79,584.4680176,22.0688,2510.139893,0.389528
S299WTS009,TG-9,S299,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,NA,George Riv.,TAS,VanLandingham:2022tasmania,OAID-001019,VanLandingham,2021,Geochronology_4,10.5194/gchron-4-153-2022,Sa,250,850,32755,WGS84_UTM_55S,425.61,331.43,223.89,173.66,112.35,-9999,-9999,2008,NA,411000,9920,8.3,1.4,07KNSTD,1,LLNL-CAMS,411000,9920,8.69,1.96,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-41.2799,972.54,100,0,0,1.295,0.997,1,1,1.29,0.0023,0.00006,0.00019,0.00048,0.00052,8.5,0.21,0.56,8.52,0.21,0.56,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-TAS,TAS_02,East Coast,Tasmania,FUR,Furneaux,9.8517303,pa,81,1076.569946,11.2372999,9820.230469,0.80738
S280WTS031,MrtC,S280,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Carinda,Marthaguy,MDB,Fulop:2020conveyor,OAID-000652,FAlDp,2020,Science_Adv_6,10.1126/sciadv.aaz8845,Sa,250,500,32755,WGS84_UTM_55S,6611,191.34,42.15,11.33,7.14,-9999,-9999,-9999,NA,585070,15720,4.4,1.05,07KNSTD,1,ANSTO,585070,15720,4.4,1.05,2835710,153410,6.78,1.54,KNSTD,1,ANSTO,2835710,153410,6.78,1.54, ,-31.1787,993.65,100,0,0,0.967,1,1,1,0.967,0.00117,0.00004,0.0001,0.00026,0.00028,3.99,0.12,0.28,3.99,0.12,0.28,0,0,0,0.967,1,1,1,0.967,0.0018,0.00011,0.00006,0.00039,0.00041,5.66,0.34,0.64,5.66,0.34,0.64,AUS,AU-NSW,MDB_22,Macquarie-Bogan Rivers,Murray-Darling Basin,DRP,Darling Riverine Plains,0.649133,su,96,506.8739929,18.6968994,2425.659912,0.428714
S162WTS005,sample_5,S162,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Queensland,"Burdekin  Riv., upper",NEC,Croke:2015burdekin,OAID-000037,Croke,2015,Geomorphology_241,10.1016/j.geomorph.2015.04.003,Sa,125,1000,32755,WGS84_UTM_55S,38.72,318.57,28.62,35.17,30.19,-9999,-9999,-9999,NA,387000,31000,10.35,0.81,07KNSTD,1,ANU,387000,31000,6.14,1.61,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-19.6891,976.29,100,0,0,0.849,1,1,1,0.849,0.00163,0.00015,0.00017,0.00036,0.00043,6.06,0.51,0.63,6.06,0.51,0.63,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-QLD,NEC_20,Burdekin River,North East Coast,EIU,Einasleigh Uplands,2.0142601,sm,83,724.6300049,23.2814007,3369.479981,0.437488
S285WTS015,TUL,S285,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Tully-Murray Rivers,Tully River,NEC,Mariotti:2021reef,OAID-000097,Mariotti,2021,Mar_Pollut_Bull_,10.1016/j.marpolbul.2021.112731,Sa,250,500,32755,WGS84_UTM_55S,1361.97,438.49,334.72,155.31,144.87,-9999,-9999,-9999,NA,152794,8922,18.56,4.69,07KNSTD,1,ANU,152794,8922,18.56,4.69,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-17.8629,957.58,93,0,0,0.94,0.995,1,1,0.936,0.00492,0.00031,0.00061,0.00104,0.00124,18,1.07,1.52,18.1,1.07,1.53,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-QLD,NEC_13,Tully-Murray Rivers,North East Coast,WET,Wet Tropics,8.8280802,pa,28,3139.909912,21.6177998,17992.5,0.838105
S281WTS007,TRS,S281,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Tuross River,Tuross River,SEN,Codilean:2021margin,OAID-000032,Codilean,2021,Earth-Sci_Rev_214,10.1016/j.earscirev.2021.103543,Sa,250,500,32755,WGS84_UTM_55S,1659.67,481.47,340.16,232.18,161.73,-9999,-9999,-9999,NA,136957,4242,29.08,6.56,07KNSTD,1,ANSTO,136957,4242,29.08,6.56,942270,52043,31.27,6.92,KNSTD,1,ANSTO,942270,52043,31.27,6.92, ,-36.2018,955.01,100,0,0,1.367,0.99,1,1,1.352,0.00771,0.00025,0.00076,0.00154,0.00174,27.3,0.85,1.84,27.5,0.86,1.85,0,0,0,1.367,0.99,1,1,1.352,0.00829,0.00048,0.00059,0.00167,0.00183,27.6,1.56,2.89,27.9,1.57,2.91,AUS,AU-NSW,SEN_18,Tuross River,South East Coast (NSW),SEC,South East Corner,13.0712996,sm,48,893.4290161,13.1382999,6777.600098,0.793585
S208WTS020,PEA5,S208,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Lake Eyre Basin,Peake Riv. (Neales),LEB,Struck:2018australia,OAID-000158,Struck,2018,Earth_Surf_Dynamics_6,10.5194/esurf-6-329-2018,Sa,250,500,32753,WGS84_UTM_53S,1412.62,247.72,35.76,18.39,16.6,-9999,-9999,-9999,NA,3260656,77235,0.5,0.02,07KNSTD,1,ANSTO,3260656,77235,0.47,0.15,11006046,772111,-9999.99,-9999.99,KNSTD,1,ANSTO,11006046,772111,1.11,0.34, ,-28.025,986.96,100,0,0,0.955,1,1,1,0.955,0.00012,0,0.00001,0.00004,0.00004,0.43,0.02,0.05,0.43,0.02,0.05,0,0,0,0.955,1,1,1,0.955,0.00029,0.00003,0,0.00008,0.00009,0.92,0.11,0.17,0.92,0.11,0.17,AUS,AU-SA,LEB_03,Lake Eyre,Lake Eyre Basin,STP,Stony Plains,1.05355,su,43,182.8710022,20.8722992,603.0679932,0.12997
S281WTS008,MOR,S281,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Moruya River,Moruya River,SEN,Codilean:2021margin,OAID-000032,Codilean,2021,Earth-Sci_Rev_214,10.1016/j.earscirev.2021.103543,Sa,250,500,32755,WGS84_UTM_55S,1319.92,412.45,245.41,294.31,180.8,-9999,-9999,-9999,NA,169037,5557,21.62,4.98,07KNSTD,1,ANSTO,169037,5557,21.62,4.98,1067546,67244,25.41,5.72,KNSTD,1,ANSTO,1067546,67244,25.41,5.72, ,-35.8051,965.15,100,0,0,1.265,0.984,1,1,1.243,0.00573,0.0002,0.00058,0.00117,0.00132,20.2,0.67,1.38,20.4,0.68,1.4,0,0,0,1.265,0.984,1,1,1.243,0.00673,0.00045,0.00047,0.00137,0.00152,22.2,1.44,2.43,22.5,1.46,2.47,AUS,AU-NSW,SEN_17,Moruya River,South East Coast (NSW),SEC,South East Corner,16.3997002,sm,47,879.1160278,13.7559996,6446.830078,0.789722
S284WTS003,TLB-03,S284,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Murrumbidgee River,Collector Creek,MDB,Portenga:2016burning,OAID-000130,Portenga,2016,Geology_44,10.1130/G37257.1,Sa,250,850,32755,WGS84_UTM_55S,106.33,743.4,30.1,41.14,28.97,-9999,-9999,-9999,NA,938000,34000,5.2,0.5,07KNSTD,1,SUERC,938000,34000,4.36,0.96,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-34.8858,929.97,100,0,0,1.59,1,1,1,1.59,0.00115,0.00005,0.00007,0.00024,0.00025,4.24,0.17,0.31,4.24,0.17,0.31,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-NSW,MDB_12,Murrumbidgee River,Murray-Darling Basin,SEH,South Eastern Highlands,2.3558199,sm,48,726.2199707,12.5700998,4940.669922,0.587328
S285WTS011,PIO-UP,S285,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Pioneer River,Cattle Creek,NEC,Mariotti:2021reef,OAID-000097,Mariotti,2021,Mar_Pollut_Bull_,10.1016/j.marpolbul.2021.112731,Sa,250,500,32755,WGS84_UTM_55S,290.17,366.23,285.4,213.02,174.59,-9999,-9999,-9999,NA,53209,2097,54.92,13.82,07KNSTD,1,ANSTO,53209,2097,54.92,13.82,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-21.0945,967.13,100,0,0,0.929,0.987,1,1,0.917,0.01455,0.00059,0.00204,0.00299,0.00366,51.3,2.03,3.66,51.8,2.05,3.7,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-QLD,NEC_25,Pioneer River,North East Coast,CMC,Central Mackay Coast,12.0254002,pa,56,1675.609985,20.9267006,9084.379883,0.800275
S299WTS008,TG-8,S299,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,NA,Mt. Albert Riv.,TAS,VanLandingham:2022tasmania,OAID-001019,VanLandingham,2021,Geochronology_4,10.5194/gchron-4-153-2022,Sa,250,850,32755,WGS84_UTM_55S,20.12,601.54,125.9,174.5,114.01,-9999,-9999,2008,NA,248000,6100,17.6,3,07KNSTD,1,LLNL-CAMS,248000,6100,18.36,3.98,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-41.3467,942.93,100,0,0,1.61,0.996,1,1,1.604,0.00486,0.00013,0.0004,0.00097,0.00105,18,0.45,1.17,18,0.45,1.17,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-TAS,TAS_02,East Coast,Tasmania,BEL,Ben Lomond,9.8984499,pa,88,1142,9.5589104,11332.40039,0.870519
S031WTS004,SWC01R,S031,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Flinders Ranges (SA),South Wilkatana,SAG,Quigley:2007intraplate,OAID-000132,Quigley,2007,Earth_Planet_Sc_Lett_261,10.1016/j.epsl.2007.06.020,SaGr,90,30000,32753,WGS84_UTM_53S,5.57,397.76,48.91,353.81,117.35,-9999,-9999,-9999,NA,569000,41000,7.9,0.7,NIST_30000,0.9313,ANU,529910,38183,6.72,1.59,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-32.1613,949.48,100,0,0,1.325,0.993,1,1,1.315,0.00178,0.00014,0.00014,0.00037,0.00042,6.31,0.48,0.62,6.35,0.48,0.62,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-SA,SAG_08,Lake Torrens-Mambray Coast,South Australian Gulf,FLB,Flinders Lofty Block,19.4843006,sm,100,435.1669922,16.1520996,1859.670044,0.369
S281WTS028,LOC-PC,S281,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Brisbane River,Paradise Creek,NEC,Codilean:2021margin,OAID-000032,Codilean,2021,Earth-Sci_Rev_214,10.1016/j.earscirev.2021.103543,Sa,250,500,32755,WGS84_UTM_55S,26.36,478.81,101.75,169.35,101.86,-9999,-9999,-9999,NA,222322,7049,14.7,3.46,07KNSTD,1,ANSTO,222322,7049,14.7,3.46,1296147,72310,18.78,4.22,KNSTD,1,ANSTO,1296147,72310,18.78,4.22, ,-27.4317,960.06,85,0,0,1.126,0.995,1,1,1.121,0.00389,0.00013,0.00041,0.00081,0.00092,13.4,0.43,0.92,13.4,0.44,0.92,0,0,0,1.126,0.995,1,1,1.121,0.00498,0.0003,0.00032,0.00103,0.00112,15.9,0.92,1.69,16,0.92,1.7,AUS,AU-QLD,NEC_43,Brisbane River,North East Coast,SEQ,South Eastern Queensland,9.6118498,sm,63,895.3530273,17.4081993,5388.620117,0.738
S066WTS001,MD-108S,S066,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Mt Sonder (NT),Diamantina-Georgina Rivers,LEB,Heimsath:2010bega,OAID-000074,Heimsath,2010,Geol_Soc_London_Spec_Pub_346,10.1144/sp346.12,Sa,0,0,32753,WGS84_UTM_53S,0.63,1007.52,160.5,394.9,170,-9999,-9999,-9999,NA,5605000,254000,0.8,0.07,NIST_30200,0.9251,ANU,5185186,234975,0.49,0.15,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-23.5847,893.87,100,0,0,1.608,0.975,1,1,1.568,0.00013,0.00001,0,0.00004,0.00004,0.53,0.04,0.06,0.55,0.04,0.06,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-NT,LEB_02,Diamantina-Georgina Rivers,Lake Eyre Basin,MAC,MacDonnell Ranges,21.5491009,ss,100,-9999,-9999,-9999,-9999
S281WTS012,COL,S281,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Hawkesbury River,Colo River,SEN,Codilean:2021margin,OAID-000032,Codilean,2021,Earth-Sci_Rev_214,10.1016/j.earscirev.2021.103543,Sa,250,500,32755,WGS84_UTM_55S,4344.24,605.72,214.8,224.31,173.72,-9999,-9999,-9999,NA,177141,4532,22.88,5.11,07KNSTD,1,ANSTO,177141,4532,22.88,5.11,1182380,77462,25.32,5.62,KNSTD,1,ANSTO,1182380,77462,25.32,5.62, ,-33.1583,943.11,100,0,0,1.408,0.989,1,1,1.394,0.00606,0.00016,0.00057,0.00122,0.00135,21.1,0.55,1.38,21.3,0.55,1.39,0,0,0,1.408,0.989,1,1,1.394,0.00671,0.00047,0.00042,0.00135,0.00149,21.9,1.47,2.43,22.1,1.49,2.46,AUS,AU-NSW,SEN_12,Hawkesbury River,South East Coast (NSW),SYB,Sydney Basin,12.6427002,ss,76,932.6439819,14.2362003,6423.569824,0.72497
S285WTS018,LVP,S285,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Johnstone River,Liverpool Creek,NEC,Mariotti:2021reef,OAID-000097,Mariotti,2021,Mar_Pollut_Bull_,10.1016/j.marpolbul.2021.112731,Sa,250,500,32755,WGS84_UTM_55S,286.4,265.09,249.89,187.84,145.71,-9999,-9999,-9999,NA,76199,4502,34.15,9.05,07KNSTD,1,ANU,76199,4502,34.15,9.05,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-17.7441,978.97,100,0,0,0.817,0.994,1,1,0.812,0.00905,0.00056,0.00134,0.00191,0.0024,32.4,1.93,2.73,32.6,1.94,2.75,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-QLD,NEC_12,Johnstone River,North East Coast,WET,Wet Tropics,10.6385002,ss,34,3346.75,22.4500999,19271.59961,0.84602
S066WTS005,MD-119S,S066,AUS,10.71747/uow-r3gk326m.28216919.v1,v2.3(4),AUS,Tyler Pass (NT),Diamantina-Georgina Rivers,LEB,Heimsath:2010bega,OAID-000074,Heimsath,2010,Geol_Soc_London_Spec_Pub_346,10.1144/sp346.12,Sa,0,0,32753,WGS84_UTM_53S,10.01,790.25,23.71,45.2,26.5,-9999,-9999,-9999,NA,498000,41000,7.12,1.35,NIST_30200,0.9251,ANU,460700,37929,7.77,1.87,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99, ,-23.6844,925.14,100,0,0,1.306,1,1,1,1.305,0.00206,0.00019,0.00017,0.00043,0.0005,7.55,0.65,0.8,7.55,0.65,0.8,0,0,0,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,AUS,AU-NT,LEB_02,Diamantina-Georgina Rivers,Lake Eyre Basin,MAC,MacDonnell Ranges,2.5880101,ss,92,324.4620056,21.5060997,1124.77002,0.22
