OBSID1,OBSID2,STUDYID,CRN_SUBCMP,DBDOI,DBVERNO,CNTRY,REGION_INT,BASIN,AHGFL1,REFDBID,OAID,AUTHOR,PUBYEAR,REFID,REFDOI,MATERIAL,SIZEMIN,SIZEMAX,PROJEPSGID,PROJECTION,AREA,ELEV_AVE,ELEV_STD,SLP_AVE,SLP_STD,SMP_DAY,SMP_MONTH,SMP_YEAR,SMP_COMMT,BE10NP,BE10NP_ERR,BE10EP,BE10EP_ERR,BESTND,BECORR,BEAMS,BE10NC,BE10NC_ERR,EBE_MMKYR,EBE_ERR,AL26NP,AL26NP_ERR,AL26EP,AL26EP_ERR,ALSTND,ALCORR,ALAMS,AL26NC,AL26NC_ERR,EAL_MMKYR,EAL_ERR,IGSNID,CENTR_LAT,ATM_PRESS,QTZ_PCNT,GLA_KM2,GLA_PCNT,BEPROD,BETOPO,BESELF,BESNOW,BETOTS,EBE_GCMYR,ERRBE_AMS,ERRBE_MUON,ERRBE_PROD,ERRBE_TOT,EBEL,EBEL_INT,EBEL_EXT,EBELNS,EBELNS_INT,EBELNS_EXT,EBEGLA,EBEGLA_ERR,EBE_DIFF,ALPROD,ALTOPO,ALSELF,ALSNOW,ALTOTS,EAL_GCMYR,ERRAL_AMS,ERRAL_MUON,ERRAL_PROD,ERRAL_TOT,EALL,EALL_INT,EALL_EXT,EALLNS,EALLNS_INT,EALLNS_EXT,REGION_REG,DIV_ADMIN,AHGFL2,RIVNAME,RIVDIV,IBRACODE,IBRAREGION,SLP_deg,rock_major,rock_count,MAP,MAT,AI,NDVI_STS
S108WTS047,99-19-xf,S108,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),BTN,Bhutanese Himalaya,Puna Tsang Chu,NA,Portenga:2015bhutanese,OAID-000130,Portenga,2015,Geomorphology_233,10.1016/j.geomorph.2014.09.027,Sa,250,800,32646,WGS84_UTM_46N,6.52,2224.14,349.27,416.11,146.13,-9999,-9999,-9999,NA,73500,1300,157,12,07KNSTD,1,LLNL-CAMS,73500,1300,139.77,26.69,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,27.503,778.69,100,-9999.99,-99.99,3.792,0.98,1,1,3.718,0.03704,0.00066,0.00183,0.0068,0.00707,120,2.12,7.39,122,2.16,7.51,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,22.5926991,mt,100,1082.619995,15.0740004,7479.879883,0.774
S342WTS041,KYR16-38,S342,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),KGZ,Song Kul, ,NA,Kudriavtseva:2023pamir,OAID-001600,Kudriavtseva,2023,J_Geophys_Res-Earth_128,10.1029/2023jf007193,Sa,250,500,32643,WGS84_UTM_43N,37.83,3420.15,319.91,444.63,189.19,-9999,-9999,-9999,NA,23345,1073,1242.8359,229.33754,07KNSTD,1,ANSTO,23345,1073,1242.84,229.34,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,41.6868,666.08,93,0.14,0.37,11.248,0.969,1,1,10.906,0.32935,0.01518,0.00691,0.05844,0.06077,1120,51.5,83.8,1150,52.9,86,1237.08,228.28,0.46,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,23.9713993,sm,66,469.3789978,-5.5353398,5804.640137,0.322118
S108WTS037,02-223-xf,S108,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),BTN,Bhutanese Himalaya,Puna Tsang Chu,NA,Portenga:2015bhutanese,OAID-000130,Portenga,2015,Geomorphology_233,10.1016/j.geomorph.2014.09.027,Sa,250,850,32646,WGS84_UTM_46N,102.53,4701.23,272.44,363.43,214.35,-9999,-9999,-9999,NA,56800,1400,693,58,07KNSTD,1,LLNL-CAMS,56800,1400,677.08,121.32,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,27.9054,570.86,100,3.09,3.02,14.771,0.984,1,1,14.546,0.17943,0.00443,0.00295,0.03171,0.03215,537,13.2,34.4,545,13.5,34.9,650.41,116.56,4.02,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,19.9727001,mt,100,349.447998,-1.57401,3497.320068,0.341948
S216WTS009,WA1525,S216,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Olympic Mts. (WA),Gray Wolf Riv.,NA,Adams:2018holocene,OAID-000003,Adams,2018,Earth_Surf_Dynamics_6,10.5194/esurf-6-595-2018,Sa,125,1000,32610,WGS84_UTM_10N,133.19,1528.65,309.58,482.72,177.57,-9999,-9999,-9999,Original 10Be and 26Al-derived rates are corrected for snow shielding,5625,397,1451,301,07KNSTD,1,Cologne,5625,397,1795.02,364.27,26581,4208,2126,759,KNSTD,1,Cologne,26581,4208,2800.13,701.46,NA,47.8851,839.04,94,1.14,0.86,3.747,0.967,1,1,3.631,0.47568,0.03376,0.02475,0.08699,0.09653,1900,134,174,1950,138,180,1773.77,360.07,1.19,3.747,0.967,1,1,3.631,0.74203,0.12054,0.0395,0.13588,0.18589,2860,453,516,2950,467,531, , , , , , , ,25.7674999,ss,94,2627.550049,3.5348499,33172,0.625473
S069WTS024,Pfitsch,S069,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),AUT,Central Eastern Alps,ND,NA,Norton:2011alps,OAID-000116,Norton,2011,Int_J_Earth_Sci_100,10.1007/s00531-010-0626-y,Sa,250,500,32632,WGS84_UTM_32N,133.26,2096.18,475.11,532.27,239.76,-9999,-9999,-9999,NA,29342,3980,530,100,S555,0.9124,ETH-Zurich,26771,3631,554.9,127.8,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.9497,778.47,36,4.92,3.69,5.722,0.954,1,1,5.464,0.14705,0.02034,0.00543,0.02653,0.03387,592,80.4,87.6,619,84,91.6,519.69,119.85,6.55,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.0249996,mt,75,1087.130005,1.2355,15176.7002,0.582814
S057WTS010,Rd10,S057,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),FRA,Western French Alps,Bonne,NA,Delunel:2010pelvoux,OAID-000044,Delunel,2010,Earth_Planet_Sc_Lett_293,10.1016/j.epsl.2010.02.020,Sa,250,500,32632,WGS84_UTM_32N,126.78,2009.63,503.26,685.49,256.12,-9999,-9999,-9999,NA,41100,8200,390,80,07KNSTD,1,ASTER,41100,8200,321.3,89.65,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,44.8796,787.07,29,2.23,1.76,5.202,0.926,1,1,4.834,0.08514,0.01773,0.00345,0.01543,0.02376,334,66.8,69.6,360,71.8,74.9,312.27,87.17,2.85,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,34.4301987,mt,52,1375.680054,3.0853801,14661.40039,0.536286
S267WTS023,P39,S267,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),BRA,Quadrila?tero Ferri?fero, ,NA,Pfeifer:2021growing,OAID-000888,Pfeifer,2020,Earth_Surf_Dynamics_9,10.5194/esurf-2020-68,Sa,250,500,32723,WGS84_UTM_23S,8.66,1068.51,46.55,117.34,57.55,-9999,-9999,-9999,NA,234501,7111,16.8,1.45,07KNSTD,1,SUERC,234501,7111,17.92,3.97,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-20.3468,896.03,100,-9999.99,-99.99,1.471,0.999,1,1,1.47,0.00475,0.00015,0.00041,0.00095,0.00105,17.6,0.54,1.19,17.6,0.54,1.19,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,6.6924801,pa,100,1475.800049,18.8071003,11225.09961,0.6316
S101WTS027,Stagmo,S101,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),IND,Transhimalaya,Upper Indus,NA,Munack:2014outpaced,OAID-000111,Munack,2014,Geol_Soc_Am_Bull_126,10.1130/B30979.1,Sa,125,500,32644,WGS84_UTM_44N,40.05,4827.05,469.46,517.7,140.4,-9999,8,2010,NA,3133058,99843,17.72,1.57,S2007,0.9124,ETH-Zurich,3133058,99843,14.9,2.73,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,34.1541,559.02,24,0.39,0.98,18.781,0.966,1,1,18.158,0.00395,0.00013,0.00004,0.00071,0.00072,16.8,0.55,1.15,17.3,0.56,1.18,14.7,2.7,1.35,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,27.3705997,NoData,-9999,114.6669998,-4.1413002,1078.300049,0.129796
S350WTS010,Waitaha,S350,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NZL,W Southern Alps,Waitaha,NA,RodaBoluda:2023modulate,OAID-000192,Roda-Boluda,2023,J_Geophys_Res-Earth_128,10.1029/2023jf007271,Sa,125,710,32759,WGS84_UTM_59S,149.48,1180.73,490.94,544.71,236.02,-9999,11,2017,NA,611,229,8990,3460,07KNSTD,1,Cologne,611,229,12446.11,5954.63,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-43.1391,869.39,99,17.6,11.76,2.805,0.953,1,1,2.673,3.29822,1.43829,0.21893,0.61106,1.57798,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,10317.87,4944.57,18.7,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.5776005,mt,96,3357.360107,5.6585999,38359.19922,0.565543
S226WTS010,T27-CS,S226,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ARG,"Quebrada del Toro, Southern Central Andes",Rio Toro,NA,Tofelde:2018hillslope,OAID-000162,Tofelde,2018,Earth_Surf_Proc_Land_43,10.1002/esp.4471,Sa,250,500,32720,WGS84_UTM_20S,9.6,2444.64,271.97,463.08,156.51,-9999,-9999,-9999,NA,7457,1697,1337,339.8,07KNSTD,1,Cologne,7457,1697,1515.29,462.18,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,-24.8238,755.06,100,-9999.99,-99.99,4.209,0.971,1,1,4.093,0.40155,0.09642,0.01898,0.0731,0.12248,1190,271,280,1220,277,287,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,24.8479004,mt,50,325.2999878,13.5317001,1913,0.7344
S143WTS023,T23,S143,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,Apennines,Enza Riv.,NA,Wittmann:2016po,OAID-000178,Wittmann,2016,Earth_Planet_Sc_Lett_452,10.1016/j.epsl.2016.07.017,Sa,125,250,32632,WGS84_UTM_32N,479.65,731.53,325.41,224.67,111.96,-9999,-9999,-9999,NA,11200,2400,418,90,07KNSTD,1,Cologne,11200,2400,500.09,153.2,185000,44000,-9999.99,-9999.99,KNSTD,1,Cologne,185000,44000,224.17,73.7,NA,44.4723,923.76,24,-9999.99,-99.99,1.923,0.994,1,1,1.91,0.13252,0.02983,0.01137,0.02507,0.0406,503,108,112,506,108,113,-9999.99,-9999.99,-9999.99,1.923,0.994,1,1,1.91,0.0594,0.01508,0.00501,0.01135,0.01953,213,50.8,54,214,51.1,54.3, , , , , , , ,12.6624002,sc,75,1314.589966,9.7404699,13258.40039,0.782155
S183WTS009,STW_CW_102,S183,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NPL,Nepalese Himalaya,Seti Riv.,NA,Kim:2017seti,OAID-000084,Kim,2017,J_Mt_Sci_14,10.1007/s11629-016-4282-y,Sa,250,710,32644,WGS84_UTM_44N,216.47,4159.98,1108.44,758.12,412.2,-9999,-9999,-9999,NA,52800,200,638.9,2.8,07KNSTD,1,KIST Seoul,52800,200,570.89,101.91,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,28.4877,596.82,12,42.48,19.65,12.714,0.899,1,1,11.348,0.15129,0.00057,0.00301,0.02683,0.02701,464,1.76,27.4,512,1.94,30.3,394.55,70.78,36.53,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,37.1665001,mt,100,751.4260254,3.2767999,7293.009766,0.375854
S069WTS013,Fusino,S069,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,Central Eastern Alps,ND,NA,Norton:2011alps,OAID-000116,Norton,2011,Int_J_Earth_Sci_100,10.1007/s00531-010-0626-y,Sa,500,1000,32632,WGS84_UTM_32N,56.8,2312.42,412.79,536.2,232.49,-9999,-9999,-9999,NA,51029,3460,356.41,57.05,S2007,0.9124,ETH-Zurich,46558,3157,357.2,69.75,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,46.3718,760.27,56,0.58,1.02,6.448,0.954,1,1,6.15,0.09466,0.00646,0.00316,0.01703,0.01848,380,25.8,34.2,398,27,35.8,352.72,68.9,1.26,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,28.2001991,mt,88,630.1790161,-0.361096,9005.129883,0.453095
S230WTS014,mod4007,S230,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),TJK,Pamir Mts.,Yarkutch trib.,NA,Grin:2018tajikistan,OAID-000068,Grin,2018,Geomorphology_321,10.1016/j.geomorph.2018.08.007,Sa,250,500,32643,WGS84_UTM_43N,113.13,3316.12,449.18,454.89,172.87,-9999,-9999,-9999,NA,46340,2070,680,80,07KNSTD,1,Cologne,46340,2070,574.99,106.21,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,39.3127,672.3,89,8.2,7.25,10.257,0.973,1,1,10,0.15237,0.00683,0.00341,0.02709,0.02815,526,23.5,38.9,539,24.1,39.9,521.35,96.37,9.79,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,24.4603004,pa,33,594.9589844,-0.0373294,5939.620117,0.453589
S293WTS004,T4,S293,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,E Himalayan Syntaxis,Parlung tributary,NA,Zhang:2021paired,OAID-001017,Zhang,2021,Earth_Surf_Proc_Land_46,10.1002/esp.5105,Sa,250,500,32646,WGS84_UTM_46N,21.2,4216.68,526.1,642.84,264.34,-9999,8,2016,NA,17200,1600,1570,191,07KNSTD,1,Tianjin,17200,1600,1823.73,367.41,113000,11900,-9999.99,-9999.99,KNSTD,1,Tianjin,113000,11900,2023.95,420.01,NA,29.9717,603.88,100,4.36,20.58,12.571,0.934,1,1,11.811,0.48329,0.04536,0.00948,0.08563,0.09736,1390,129,153,1470,137,162,1346.49,271.67,30.11,12.571,0.934,1,1,11.811,0.53635,0.05714,0.01008,0.09498,0.1113,1420,150,193,1510,159,205, , , , , , , ,32.7345009,sm,52,683.7139893,0.715774,7509.680176,0.402909
S075WTS001,MH17,S075,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Washington Cascades (WA),ND,NA,Moon:2011washington,OAID-000108,Moon,2011,Nat_Geosci_4,10.1038/ngeo1159,Sa,250,500,32610,WGS84_UTM_10N,126.2,1332.2,386.1,500.16,259.75,-9999,-9999,-9999,NA,18700,500,461.73,32.67,07KNSTD,1,LLNL-CAMS,18700,500,472.89,92.15,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,47.612,856.45,99,4.35,3.45,3.285,0.957,1,1,3.154,0.12532,0.00336,0.00723,0.02308,0.02442,469,12.5,30.4,488,13.1,31.6,447.92,87.5,5.42,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,26.5723991,pa,55,2134.909912,4.1578102,23777.09961,0.632838
S342WTS038,KYR16-35,S342,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),KGZ,Song Kul, ,NA,Kudriavtseva:2023pamir,OAID-001600,Kudriavtseva,2023,J_Geophys_Res-Earth_128,10.1029/2023jf007193,Sa,250,500,32643,WGS84_UTM_43N,128.77,3114.56,466.26,381.95,194.57,-9999,-9999,-9999,NA,297577,6672,84.548568,15.354551,07KNSTD,1,ANSTO,297577,6672,84.55,15.35,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,41.9019,689.21,99,1.45,1.13,9.682,0.977,1,1,9.476,0.02241,0.00051,0.0005,0.00401,0.00407,85.3,1.92,5.4,87.1,1.96,5.52,83.22,15.12,1.58,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,20.9043999,pa,98,544.7249756,-4.4912601,6461.370117,0.495491
S200WTS021,GS37,S200,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,"Longmen Shan, Sichuan",Dadu Riv.,NA,Cook:2018gongga,OAID-000034,Cook,2018,Earth_Planet_Sc_Lett_481,10.1016/j.epsl.2017.10.043,ND,0,0,32647,WGS84_UTM_47N,207.23,4514.26,896.51,479.66,237.28,-9999,-9999,-9999,NA,4860,1520,7610,2460,07KNSTD,1,Cologne,4860,1520,7965.77,3101.87,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,29.6746,573.84,62,83.64,40.36,15.123,0.963,1,1,14.636,2.11093,0.73183,0.03442,0.37271,0.822,5580,1750,1780,5780,1810,1840,3649.06,1422.96,74.33,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,25.6252003,pa,54,818.7789917,-2.2732401,13978.40039,0.236182
S304WTS008,DB08,S304,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),ITA,W ITA Alps,Dora Baltea (trib.),NA,Serra:2022dora,OAID-001022,Serra,2022,Earth_Surf_Dynamics_10,10.5194/esurf-10-493-2022,Sa,250,400,32632,WGS84_UTM_32N,109.28,1976.52,543.8,506.72,230.24,-9999,-9999,-9999,NA,48500,2100,270,20,S2007N,1,ETH-Zurich,48500,2100,281.37,53.55,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,45.5999,788.96,0,0.11,0.1,5.194,0.959,1,1,5.005,0.07456,0.00324,0.00293,0.0135,0.01419,291,12.6,21.3,303,13.2,22.2,280.98,53.48,0.14,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,26.8722,mt,81,1042.900024,2.9646101,11809.90039,0.607627
S289WTS002,JL-1-5,S289,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,"Qilian Shan, NE Tibet", ,NA,Hu:2021covariation,OAID-001012,Hu,2021,Earth_Planet_Sc_Lett_562,10.1016/j.epsl.2021.116812,Sa,250,750,32647,WGS84_UTM_47N,134.71,3152.49,481.48,389.8,168.4,-9999,-9999,2012,NA,86274,2536,280.4,51.1,07KNSTD,1,PRIME-Lab,86274,2536,274.92,50.16,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,38.7495,688.56,100,0.17,0.13,9.089,0.978,1,1,8.882,0.07285,0.00215,0.00178,0.013,0.01329,244,7.19,16.1,249,7.34,16.5,274.21,50.03,0.26,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,21.2957993,sm,51,383.9649963,-2.14345,3673.909912,0.572701
S046WTS047,SH-36,S046,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Crimora (VA),ND,NA,Duxburry:2008shenandoah,OAID-000054,Duxburry,2009,phdthesis, ,ND,0,0,32618,WGS84_UTM_18N,0.19,629.63,58.01,307.9,64.6,-9999,-9999,-9999,NA,614022,16232,10.8,1.4,KNSTD,0.9042,LLNL-CAMS-Assumed,555199,14677,7.15,1.57,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,38.1781,948.04,100,-9999.99,-99.99,1.483,0.992,1,1,1.472,0.0019,0.00005,0.00014,0.00039,0.00042,6.94,0.19,0.47,6.99,0.19,0.47,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,17.1135998,NoData,-9999,-9999,-9999,-9999,-9999
S183WTS022,MDR_CW_006,S183,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),NPL,Nepalese Himalaya,Seti Riv.,NA,Kim:2017seti,OAID-000084,Kim,2017,J_Mt_Sci_14,10.1007/s11629-016-4282-y,Sa,250,710,32644,WGS84_UTM_44N,137.67,2222.85,866.34,522.58,226.62,-9999,-9999,-9999,NA,45700,200,409.7,1.8,07KNSTD,1,KIST Seoul,45700,200,249.95,46.96,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,28.3841,760.16,7,0.17,0.12,4.367,0.958,1,1,4.152,0.06624,0.00029,0.003,0.01207,0.01244,209,0.92,12.4,217,0.95,12.8,248.83,46.76,0.45,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,27.5907001,mt,100,1556.27002,13.5847998,12004.7002,0.74564
S293WTS005,T5,S293,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,E Himalayan Syntaxis,Parlung tributary,NA,Zhang:2021paired,OAID-001017,Zhang,2021,Earth_Surf_Proc_Land_46,10.1002/esp.5105,Sa,250,500,32646,WGS84_UTM_46N,21.1,4099.8,587.39,627.49,250.74,-9999,8,2016,NA,36900,2100,684,67,07KNSTD,1,Tianjin,36900,2100,786.85,147.62,243700,10400,-9999.99,-9999.99,KNSTD,1,Tianjin,243700,10400,868.91,159.52,NA,29.9341,615.59,100,5.11,24.23,11.65,0.936,1,1,10.917,0.20852,0.01191,0.00435,0.03701,0.03912,629,35.8,51.6,669,38.1,54.8,542.57,102.08,36.75,11.65,0.936,1,1,10.917,0.23026,0.00985,0.00457,0.04085,0.04227,643,27.5,61.8,682,29.1,65.6, , , , , , , ,32.1078987,pa,55,698.4069824,1.64028,7370.299805,0.433077
S108WTS026,02-149-xf,S108,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),BTN,Bhutanese Himalaya,Puna Tsang Chu,NA,Portenga:2015bhutanese,OAID-000130,Portenga,2015,Geomorphology_233,10.1016/j.geomorph.2014.09.027,Sa,250,850,32646,WGS84_UTM_46N,214.01,4133.3,808.92,461.37,238.7,-9999,-9999,-9999,NA,55300,900,575,47,07KNSTD,1,LLNL-CAMS,55300,900,555.56,99.54,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,27.8253,605.77,100,3.09,1.45,11.827,0.975,1,1,11.57,0.14722,0.0024,0.00291,0.02611,0.02638,442,7.19,27.1,452,7.36,27.7,542.44,97.21,2.39,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,24.7672005,mt,100,481.2659912,1.8012,4331.100098,0.499273
S099WTS004,KE-05-1,S099,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),CHN,Anyemaquen Shan,ND,NA,Kirby:2013kunlun,OAID-000085,Kirby,2013,Int_J_Earth_Sci_102,10.1007/s00531-013-0872-x,SaGr,0,0,32647,WGS84_UTM_47N,1.9,3736.45,127.3,328.05,123.42,-9999,-9999,-9999,NA,430129,13786,80.69,6.99,KNSTD,0.9042,PRIME-Lab,388923,12465,74.44,13.58,-9999,-9999,-9999.99,-9999.99,NA,0,NA,-9999,-9999,-9999.99,-9999.99,NA,34.7786,643.71,100,-9999.99,-99.99,11.087,0.987,1,1,10.948,0.01973,0.00064,0.00039,0.00352,0.0036,71.3,2.29,4.81,72.1,2.32,4.86,-9999.99,-9999.99,-9999.99,-99.999,-9.999,-9.999,-9.999,-99.999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99, , , , , , , ,18.1620998,sm,100,547.3330078,-0.454167,5384,0.698
S216WTS004,WA1519,S216,INT,10.71747/uow-r3gk326m.28216865.v1,v2.3(4),USA,Olympic Mts. (WA),Hoh Riv.,NA,Adams:2018holocene,OAID-000003,Adams,2018,Earth_Surf_Dynamics_6,10.5194/esurf-6-595-2018,Sa,125,1000,32610,WGS84_UTM_10N,114.29,1381.14,373.76,488.02,224.64,-9999,-9999,-9999,Original 10Be and 26Al-derived rates are corrected for snow shielding,2980,288,2511,618,07KNSTD,1,Cologne,2980,288,3067.37,661.15,10783,3104,4814,3104,KNSTD,1,Cologne,10783,3104,6257.57,2306.2,NA,47.8406,852.68,100,19.62,17.15,3.388,0.961,1,1,3.263,0.81285,0.07932,0.04609,0.14927,0.17521,3230,312,366,3340,323,378,2371.62,514.69,25.58,3.388,0.961,1,1,3.263,1.65825,0.52058,0.0971,0.30506,0.61114,6240,1800,1880,6460,1860,1940, , , , , , , ,26.0132999,ss,100,2829.169922,3.76824,37903,0.514941
